Date,Arrival tourism in Taiwan (person),Domestic GDP of Taiwan(millions),Tourism attractions # in Taiwan (sum),CPI of Taiwan (2011 as 100),Average exchange rate of Taiwan (US dollars),GNI of Taiwan (millions),NI of Taiwan (millions),National park # of Taiwan,National scenic area # of Taiwan,Government-owned recreational area # of Taiwan,Privately-owned recreational area # of Taiwan,International port inward & outward per ship,International Tourist Hotels room rate ($) in Taipei,Tourist Hotels room rate ($) in Taipei,Aircraft Movement daily average per plane,exchange rate 10 day buy in (NT$),exchange rate 10 day sell out (NT$),WTI oil price dollars per barrel (US$),Hong Kong CPI,Japan GDP,Japan population,Public expenditure total (NT$),Budget (NT$),National defence expenditure (NT$),Education & science & culture expenditure (NT$),Economy expediture (NT$),Social welfare (NT$),Community development & environment protection expediture (NT$),Retirement expenditure (NT$),Debt expenditure (NT$),Subsidy expenditure (NT$),Treatment adjustment expenditure (NT$),Other expenditure (NT$),Before budget (NT$),Special budget expenditure (NT$),Out of budget expenditure (NT$),Catering revenue (NT$),Restaurant revenue (NT$),Drinking revenue (NT$),Other catering revenue (NT$),International airline people,Hotel #,Hotel room #,Tourism hotel #,Tourism hotel room #,Train carrying #,Average train carrying daily people,Usage percentage of train,Train on-time rate,Train revenue (NT$),Composite retail revenue (NT$),Department revenue (NT$),Supermarket revenue (NT$),Convinent store revenue (NT$),Retail mall revenue (NT$),Other retail revenue (NT$),Food & drink retail revenue (NT$),Clothe retail revenue (NT$),Furniture trtail revenue (NT$),Drug & cosmetic retail revenue (NT$),Recreational retail revenue (NT$),Building material retail revenue (NT$),Fuel retail revenue (NT$),Technology retail revenue (NT$),Vehicle retail revenue (NT$),Other special retail revenue (NT$),No-storefront retail revenue (NT$),Two coast plane,Transit people,Intra-nation plane people
01/10/2008,327038,3236098,297,100.87,32.98,3286260,2755976,36,87,72,40,6561,4050,2039,383,32.884,33.07,76.61,95234,34780,43030,-0.8,127848.5,128063000,45307280,21977746,27996781,5312105,4160026,6081451,3902819,0,6851878,7848820,25655766,9096739,25297486,21331373,2788156,1177957,1842777,6453,158217,91,21308,15721,507137,56.04,96.21,1185453,"75,235,355 ","24,395,592 ","9,783,836 ","18,241,141 ","11,232,842 ","11,581,944 ","33,527,632 ","21,372,534 ","21,820,067 ","14,483,170 ","9,287,857 ","3,714,482 ","20,758,607 ","28,001,458 ","27,108,908 ","4,882,700 ","11,713,533 ",63319,137326,780304
01/11/2008,327224,3236098,297,99.83,32.98,3286260,2755976,36,87,72,40,5639,4050,2039,369,33.202,33.361,57.31,96327,35238,43172,+0.3,127848.5,128063000,43982813,24852861,24443198,5419809,2171999,13426504,6876848,0,1393267,6676633,20432636,16855357,24831123,20946450,2716367,1168306,1643462,6475,159052,92,21771,14881,496040,54.63,96.72,1103316,"73,851,050 ","24,709,345 ","10,036,178 ","17,023,104 ","10,965,185 ","11,117,238 ","31,944,576 ","21,961,369 ","21,796,606 ","13,150,970 ","8,768,913 ","3,495,864 ","18,533,112 ","27,663,125 ","22,927,224 ","4,565,344 ","10,816,336 ",64696,138976,679260
01/12/2008,352038,3236098,297,97.99,32.98,3286260,2755976,36,87,72,40,5969,4050,2039,358,32.703,32.929,41.12,89938,35114,62497,+0.6,127848.5,128063000,50404532,49208482,39825744,9534999,8472234,13975460,4668696,0,1561851,13578953,32295264,89787691,26311922,22156735,2952334,1202853,1617138,6486,158925,92,21771,15186,489871,54.14,97.42,1131472,"68,991,607 ","19,809,841 ","9,798,348 ","16,892,958 ","11,088,749 ","11,401,711 ","33,095,173 ","21,025,132 ","22,604,859 ","13,626,091 ","10,283,840 ","3,676,987 ","18,332,958 ","29,519,189 ","26,528,197 ","4,826,217 ","12,811,332 ",106099,168552,605844
01/01/2009,276896,3117366,300,97.62,33.98,3249858,2630165,37,90,70,41,5144,3707,2150,382,33.497,33.87,41.71,70119,43995,46545,+0.5,115216.6,128047000,90686833,28289337,44732750,6789092,77045406,19951963,12168713,0,262708,6583995,18765010,14745944,30803039,26488911,3143035,1171093,1960203,6503,159159,94,22075,14454,466255,53.66,96.82,1207995,"86,410,583 ","23,531,111 ","12,877,135 ","18,121,694 ","19,361,750 ","12,518,893 ","34,472,728 ","25,807,432 ","25,891,312 ","12,396,848 ","10,025,323 ","4,342,893 ","19,093,509 ","32,848,605 ","32,657,409 ","4,563,563 ","11,398,805 ",177889,22591,733365
01/02/2009,303302,3117366,300,96.13,33.98,3249858,2630165,37,90,70,41,4981,3707,2150,365,34.844,35.019,39.09,99424,42248,43211,-0.3,115216.6,128047000,35607144,20127730,49782943,3811003,5352556,15904764,8371496,0,1093090,5767602,40832039,11637050,27556647,23641156,2864355,1051136,1698769,6522,159123,93,21966,15039,537107,56.61,97.61,1075954,"61,791,637 ","15,212,176 ","9,309,267 ","15,816,071 ","10,001,176 ","11,452,947 ","29,052,478 ","19,398,318 ","20,897,602 ","11,389,381 ","9,056,739 ","3,766,680 ","18,126,500 ","28,322,914 ","23,851,538 ","4,349,384 ","11,166,315 ",169697,21237,590122
01/03/2009,395201,3117366,300,96.24,33.98,3249858,2630165,37,90,70,41,6161,3707,2150,362,33.829,33.985,47.94,105350,87002,57071,0.0,115216.6,128047000,40545486,20139191,27360196,4514999,3727449,20059176,4082280,0,1533057,13720515,25220654,25683954,27383070,23177805,2980384,1224881,1954953,6531,159098,93,21966,15288,493164,54.87,97.23,1150910,"63,295,490 ","14,174,701 ","9,872,092 ","16,903,193 ","11,243,172 ","11,102,332 ","30,578,945 ","19,399,288 ","20,501,855 ","12,100,240 ","8,864,380 ","3,776,139 ","21,171,280 ","27,286,145 ","29,069,707 ","4,618,255 ","12,797,227 ",211101,23540,653987
01/04/2009,448486,3110192,300,96.97,33.13,3201098,2603474,37,90,70,41,6037,3707,2150,381,32.989,33.302,49.65,79311,131464,87995,-0.1,116932.2,128047000,42005147,23253749,32554503,6031478,3578959,1551413,3649049,0,1278413,16676782,16684048,-1269748,26467106,22228002,2947223,1291881,2133955,6542,159057,94,22073,14724,490816,53.83,96.67,1099801,"65,370,622 ","17,706,847 ","9,292,034 ","17,048,003 ","10,340,716 ","10,983,022 ","31,040,288 ","19,138,837 ","21,812,655 ","12,795,521 ","8,749,393 ","3,881,849 ","21,259,686 ","27,420,543 ","28,692,440 ","4,706,375 ","12,281,583 ",215247,18991,794172
01/05/2009,366375,3110192,300,97.38,33.13,3201098,2603474,37,90,70,41,6404,3707,2150,376,32.549,32.719,59.03,69022,110244,62341,+0.1,116932.2,128047000,45094716,19278820,23926575,5141281,7153847,6067232,9836945,0,651531,14767824,21467668,11601172,28891530,24334028,3258709,1298793,1928774,6543,158523,94,22020,15499,499977,55.06,96.1,1193324,"70,747,757 ","18,801,123 ","10,294,584 ","18,488,395 ","12,031,879 ","11,131,776 ","31,459,140 ","20,797,496 ","23,606,946 ","13,310,810 ","8,272,325 ","3,738,108 ","23,676,615 ","25,648,364 ","28,141,517 ","4,969,286 ","11,858,186 ",219845,15384,882538
01/06/2009,321383,3110192,300,97.29,33.13,3201098,2603474,37,90,70,41,6133,3707,2150,349,32.731,32.888,69.64,61728,57472,61768,-0.1,116932.2,128047000,44088463,29473478,35331026,4849750,51010974,6249701,5246045,0,529074,15514285,30400152,34173132,27315074,22747074,3187643,1380357,1708875,6558,159049,94,22020,13835,461157,53.21,95.5,1067938,"64,703,345 ","15,914,539 ","10,188,961 ","17,591,116 ","10,784,329 ","10,224,400 ","30,978,083 ","19,131,024 ","22,544,908 ","13,172,717 ","8,491,417 ","3,687,517 ","23,372,005 ","26,202,703 ","33,825,072 ","5,036,219 ","12,445,711 ",188849,17659,773832
01/07/2009,346718,3276808,300,97.48,32.8,3345042,2743314,37,90,70,41,6570,3707,2150,362,32.728,32.887,64.15,72655,70157,66898,-0.1,114750.4,128047000,48838028,29101136,38108837,7180592,27972835,9561216,12178707,0,1184779,27193851,18420473,17403901,27295080,22908603,3172492,1213985,2121220,6532,159154,94,22020,15640,504507,61.97,94.55,1269993,"68,911,155 ","16,998,683 ","10,801,186 ","18,682,698 ","11,656,003 ","10,772,585 ","31,652,639 ","20,497,151 ","23,087,691 ","13,304,467 ","8,874,637 ","3,657,360 ","23,597,980 ","27,118,341 ","37,782,876 ","4,725,599 ","12,651,338 ",227956,24986,1065297
01/08/2009,367491,3276808,300,99.24,32.8,3345042,2743314,37,90,70,41,6306,3707,2150,368,32.841,32.993,71.04,80533,80883,73055,-0.6,114750.4,128047000,51647483,25961338,45025350,5227371,4046841,11040557,6598826,0,1880013,10229686,18388189,14501687,28014305,23866715,3001106,1146484,2311906,6553,159121,95,22148,14468,466697,56.51,93.24,1062173,"74,668,321 ","16,758,612 ","12,541,696 ","18,855,613 ","15,361,235 ","11,151,165 ","32,989,104 ","19,597,203 ","23,366,508 ","13,214,555 ","8,788,715 ","3,639,812 ","23,333,696 ","27,217,830 ","31,402,671 ","4,597,283 ","12,568,630 ",232361,29669,950156
01/09/2009,340645,3276808,300,98.58,32.8,3345042,2743314,37,90,70,41,6420,3707,2150,398,32.058,32.27,69.41,100173,64386,45194,-0.3,114750.4,128047000,45011959,27538973,30243329,6290471,3707752,13299055,10621285,0,1333196,8996117,21199479,12975021,24937339,20951870,2803096,1182373,1764397,6579,159694,94,22098,14546,484856,54.52,95.08,1039691,"66,698,132 ","15,827,755 ","10,579,974 ","17,686,489 ","11,864,080 ","10,739,834 ","33,766,891 ","18,950,554 ","22,034,955 ","13,688,999 ","8,721,723 ","3,343,135 ","23,812,224 ","26,935,253 ","27,749,410 ","4,510,170 ","12,835,632 ",310684,26478,715006
01/10/2009,368212,3457290,300,98.96,32.32,3579652,3008376,37,90,70,41,6209,3707,2150,409,32.44,32.605,75.72,87481,78175,53403,+0.4,124239.4,128047000,45148206,28494749,28873341,6283336,2529839,4648296,3748272,0,2278849,8073141,24394211,15026518,25687690,21573289,2884180,1230221,1874056,6574,159284,95,22459,15118,487693,53.6,93.83,1081251,"79,759,613 ","28,001,609 ","10,167,514 ","18,054,085 ","11,940,829 ","11,595,576 ","34,106,531 ","22,403,754 ","23,821,132 ","14,848,238 ","9,330,770 ","3,667,279 ","23,317,884 ","25,469,202 ","31,981,651 ","4,499,877 ","13,204,271 ",370288,24768,720869
01/11/2009,410489,3457290,300,98.22,32.32,3579652,3008376,37,90,70,41,6034,3707,2150,421,32.097,32.239,77.99,84765,113807,48758,+1.0,124239.4,128047000,53591910,32777524,26367544,6548286,6309698,12054314,6276849,0,2570112,8164466,36442138,21350919,25150639,21066618,2841859,1242162,1905126,6573,158778,95,22459,15079,502643,55.59,93.97,1073943,"76,957,474 ","27,198,206 ","10,160,224 ","17,173,822 ","11,123,396 ","11,301,826 ","32,315,392 ","23,407,393 ","23,149,262 ","13,384,409 ","8,775,015 ","3,587,334 ","21,750,226 ","25,835,527 ","36,777,137 ","4,510,123 ","12,828,055 ",412075,23152,679694
01/12/2009,449806,3457290,300,97.75,32.32,3579652,3008376,37,90,70,41,6322,3707,2150,418,31.89,32.085,74.47,90100,92290,72567,+0.8,124239.4,128047000,51474023,62769601,41857519,10483655,9748492,8835608,4674640,0,5231792,22675368,45540045,83253277,26797717,22450849,3033000,1313868,2067499,6603,159395,95,22395,15679,505778,57.26,92.9,1135705,"73,914,055 ","21,799,004 ","10,745,901 ","17,644,522 ","12,064,569 ","11,660,059 ","34,698,090 ","23,421,296 ","24,202,291 ","14,023,102 ","9,784,375 ","4,031,451 ","24,185,271 ","28,312,325 ","46,971,099 ","4,789,950 ","14,329,116 ",380109,31033,674234
01/01/2010,345981,3431321,302,97.87,31.96,3591712,2998824,37,89,70,42,6225,3848,2370,427,31.921,32.045,78.33,86214,86891,37387,+0.2,118074.3,128070000,72685287,12205650,35717523,3811969,72074034,18120637,4599887,0,259962,1873605,44197522,16107148,28327602,23989380,3127259,1210963,2015768,6624,160310,96,22626,15244,491731,58.33,93.25,1215406,"73,408,951 ","18,813,996 ","11,188,887 ","17,839,860 ","14,343,769 ","11,222,439 ","31,448,696 ","20,084,527 ","24,261,931 ","12,233,430 ","8,993,734 ","4,589,521 ","22,698,331 ","27,919,455 ","35,211,382 ","4,103,599 ","13,116,609 ",350024,27866,620740
01/02/2010,387143,3431321,302,98.39,31.96,3591712,2998824,37,89,70,42,4911,3848,2370,456,32.008,32.14,76.39,73889,107628,63026,+0.4,118074.3,128070000,65542974,20376899,61198129,6544764,6601788,15854571,13259871,0,888870,15833576,10629819,-5998011,31148966,26996071,3017786,1135109,2060499,6648,160776,96,22626,14490,517497,56.6,91.96,1106179,"81,970,580 ","22,785,081 ","11,652,029 ","18,003,380 ","16,188,526 ","13,341,564 ","32,225,360 ","24,078,371 ","23,510,958 ","12,279,700 ","9,955,812 ","4,460,875 ","20,985,265 ","28,676,144 ","27,128,775 ","4,423,384 ","11,818,602 ",418517,19540,733649
01/03/2010,516512,3431321,302,97.45,31.96,3591712,2998824,37,89,70,42,6295,3848,2370,418,31.75,31.874,81.2,112231,149617,61024,+0.2,118074.3,128070000,38028132,27900672,30594781,5369312,4290011,18961345,4638497,0,1420785,13562313,11939385,18541081,28232841,23754610,3171468,1306763,2131127,6667,161388,97,23012,15810,510006,59.05,94.05,1218205,"67,223,357 ","15,504,473 ","10,084,564 ","18,641,231 ","11,152,396 ","11,840,693 ","31,448,603 ","20,836,595 ","23,071,560 ","13,123,978 ","9,103,555 ","4,126,171 ","23,189,473 ","25,614,660 ","34,690,317 ","4,384,892 ","13,863,930 ",445617,28540,697515
01/04/2010,506400,3490368,302,98.27,31.93,3597150,3000503,37,89,70,42,6239,3848,2370,424,31.348,31.483,84.29,79593,180915,70966,+0.2,119474.7,128070000,49165108,18267037,32520234,4775416,4935394,1598918,10174647,0,1064438,15148051,21794143,10105767,27916576,23384870,3148959,1382747,2086207,6687,161669,99,23954,15521,517361,58.41,92.82,1173308,"70,431,004 ","19,890,123 ","10,165,754 ","18,023,610 ","10,821,897 ","11,529,620 ","31,775,177 ","19,774,970 ","23,724,577 ","13,773,492 ","9,298,632 ","4,085,851 ","23,284,944 ","28,040,036 ","37,856,330 ","4,679,099 ","12,779,985 ",490487,21673,851984
01/05/2010,505856,3490368,302,98.12,31.93,3597150,3000503,37,89,70,42,6527,3848,2370,421,32.149,32.286,73.74,85750,179394,67943,+0.1,119474.7,128070000,52556322,16494424,27883210,4427518,6016358,4836339,6862553,0,525886,14853091,16192790,5807119,31119713,26492581,3198266,1428866,2108187,6697,161639,99,23954,15866,511810,57.19,93.31,1180286,"73,658,250 ","19,400,269 ","10,694,891 ","19,436,714 ","12,299,855 ","11,826,521 ","32,654,282 ","21,399,561 ","24,934,080 ","13,914,780 ","8,788,291 ","4,020,796 ","25,262,428 ","26,611,966 ","37,043,213 ","5,185,604 ","12,734,205 ",496290,18763,939170
01/06/2010,470447,3490368,302,98.45,31.93,3597150,3000503,37,89,70,42,6253,3848,2370,420,32.208,32.331,75.34,82806,135603,77918,+0.2,119474.7,128070000,43118081,18526166,34539560,4488724,50542962,4285783,5372023,0,805387,17996842,19808759,49445513,29159714,24449054,3275829,1434831,2141355,6718,162111,101,24291,14948,498277,57.69,93.51,1168018,"68,584,869 ","16,343,776 ","10,585,065 ","19,034,491 ","11,603,917 ","11,017,620 ","31,879,363 ","20,011,771 ","24,199,349 ","13,753,651 ","8,724,160 ","4,061,033 ","24,527,487 ","27,818,794 ","40,432,673 ","5,152,454 ","13,205,223 ",487713,17884,879254
01/07/2010,427763,3613931,302,98.76,31.97,3695190,3073867,37,89,70,42,6572,3848,2370,438,31.979,32.113,76.32,78442,129160,72663,-0.8,119258.5,128070000,59010398,20848138,40988219,5683156,27490644,8353383,7366743,0,480591,13139113,24482178,38608199,30544730,25838935,3361973,1343822,2334963,6718,161705,101,24291,16350,527416,65.88,92.65,1364793,"74,963,201 ","18,590,808 ","11,263,135 ","20,820,402 ","12,681,828 ","11,607,028 ","32,654,964 ","20,801,019 ","24,366,034 ","13,895,873 ","9,195,017 ","3,990,761 ","25,780,572 ","29,871,746 ","45,452,659 ","4,962,701 ","13,574,677 ",552002,21159,1134824
01/08/2010,442235,3613931,302,98.77,31.97,3695190,3073867,37,89,70,42,6447,3848,2370,430,32.029,32.164,76.6,91613,118616,81600,-0.8,119258.5,128070000,53584588,22620268,44156890,5259637,4032891,10943320,6819891,0,2405862,12707871,20641891,2263009,30400773,25857101,3284417,1259255,2291061,6730,161902,102,24693,16923,545898,65.23,92.95,1350030,"80,042,721 ","18,213,160 ","13,350,591 ","20,619,527 ","16,112,800 ","11,746,643 ","33,925,014 ","20,198,081 ","25,195,513 ","14,480,267 ","9,584,674 ","3,935,879 ","25,759,075 ","29,006,692 ","34,078,366 ","4,729,241 ","13,289,323 ",525463,23629,1001298
01/09/2010,419389,3613931,302,98.87,31.97,3695190,3073867,37,89,70,42,6197,3848,2370,425,31.258,31.394,75.24,91782,105707,58967,-0.6,119258.5,128070000,45605568,22010378,29690087,4649999,3924080,14365195,4440744,0,1953626,8823316,23353183,11554808,28113685,23674998,3140709,1297978,1986066,6742,162189,103,24853,15560,518662,59.18,92.34,1159655,"72,284,145 ","16,857,464 ","11,101,938 ","19,998,075 ","12,748,354 ","11,578,314 ","34,498,636 ","19,877,902 ","23,680,668 ","14,244,912 ","9,473,652 ","3,484,906 ","24,539,145 ","27,595,375 ","36,321,909 ","4,595,664 ","13,657,557 ",480974,19641,744761
01/10/2010,485959,3583593,302,99.52,30.74,3664800,3121234,37,89,70,42,6030,3848,2370,427,30.71,30.845,81.89,90904,150221,59884,+1.2,125869.4,128070000,46424933,21451526,28867372,5117779,6714429,5124277,4697306,0,3626635,8155127,22362859,14948738,28979154,24429883,3229489,1319782,2047038,6749,162646,105,25193,16317,526361,58.87,90.34,1218397,"87,668,470 ","31,697,976 ","11,132,644 ","20,120,623 ","12,721,978 ","11,995,249 ","34,294,806 ","24,560,133 ","24,626,845 ","14,996,929 ","9,563,283 ","3,959,217 ","24,444,263 ","27,334,506 ","37,949,418 ","4,661,544 ","14,222,625 ",527577,20516,750278
01/11/2010,528998,3583593,302,99.71,30.74,3664800,3121234,37,89,70,42,6460,3848,2370,427,30.777,30.912,84.25,105534,165065,59404,+1.3,125869.4,128070000,50959876,28203694,28818665,5237208,3107052,10642424,6803479,0,3178152,14155276,26946585,16167790,27362471,22853034,3194027,1315410,1988362,6756,162737,104,24985,16057,535248,59.96,91.76,1231011,"82,116,259 ","29,029,512 ","10,927,031 ","18,697,974 ","11,756,812 ","11,704,930 ","33,575,767 ","24,080,077 ","24,565,906 ","13,884,709 ","9,206,009 ","3,913,991 ","22,881,920 ","26,341,487 ","39,418,308 ","4,689,262 ","14,096,612 ",557459,12896,716402
01/12/2010,530594,3583593,302,98.96,30.74,3664800,3121234,37,89,70,42,6421,3848,2370,432,30.293,30.428,89.15,101395,121918,83580,+1.3,125869.4,128070000,49362368,57952015,46271544,9752519,8028479,7543951,5309026,0,3052833,17692745,43911337,120038446,29914802,25255095,3257499,1402208,2070580,6803,163102,104,24900,16676,537945,60.01,94.76,1240896,"80,690,039 ","23,986,186 ","11,430,635 ","19,220,564 ","13,934,175 ","12,118,479 ","36,206,085 ","23,464,032 ","25,862,210 ","14,373,284 ","9,880,690 ","4,203,137 ","24,675,050 ","30,526,877 ","39,532,812 ","4,975,230 ","16,768,386 ",513183,19316,662964
01/01/2011,400617,3582286,303,98.95,29.51,3741681,3197580,39,86,71,42,6198,4107,2672,447,28.968,29.103,89.17,101193,101354,42925,+0.5,115924.9,127817277,99654162,26336789,53420519,6632016,83992392,18783395,13669928,0,651922,6417417,66090770,19157867,32863705,28339998,3229623,1294084,2042503,6834,163939,104,25225,15431,497784,59.47,95.13,1263768,"87,937,409 ","23,901,419 ","12,802,798 ","18,719,102 ","19,906,395 ","12,607,695 ","34,408,743 ","23,754,926 ","26,065,877 ","13,499,329 ","9,997,191 ","5,329,297 ","24,926,701 ","32,663,524 ","63,169,814 ","4,576,128 ","15,018,899 ",474186,19923,622781
01/02/2011,453468,3582286,303,99.69,29.51,3741681,3197580,39,86,71,42,5149,4107,2672,442,29.677,29.812,88.58,106970,115845,65581,+0.6,115924.9,127817277,38777404,7528710,54791912,2409182,4117579,16750563,122233,0,810041,4995848,6122638,-577220,32060261,27807215,3070671,1182375,1919960,6851,164261,104,25225,17779,634961,67.61,93.02,1292213,"77,778,621 ","22,506,365 ","11,614,604 ","18,554,116 ","12,520,355 ","12,583,181 ","33,043,406 ","22,716,711 ","22,941,349 ","12,680,141 ","9,637,570 ","4,445,001 ","22,010,600 ","27,979,412 ","28,640,328 ","4,354,170 ","12,212,308 ",489910,16745,735704
01/03/2011,518215,3582286,303,98.82,29.51,3741681,3197580,39,86,71,42,6425,4107,2672,432,29.327,29.462,102.86,114352,153649,58146,+0.7,115924.9,127817277,55132115,19565993,40472152,4265533,5658375,19663747,5538671,0,1678495,13052441,14837090,49038569,29443303,24816678,3280374,1346251,1925003,6869,164501,105,25291,16420,529663,61.32,95.85,1261880,"70,473,190 ","15,848,757 ","11,592,248 ","18,868,349 ","12,114,608 ","12,049,228 ","33,004,530 ","20,765,410 ","24,309,389 ","13,992,223 ","9,359,305 ","4,331,401 ","24,806,497 ","25,496,793 ","48,434,890 ","4,575,030 ","14,306,734 ",578854,18554,661797
01/04/2011,550158,3483296,303,99.56,28.9,3578598,2999540,39,86,71,42,6377,4107,2672,434,28.54,28.676,109.53,86743,193457,86537,+0.6,115236.9,127817277,49927877,20222873,33233911,4691752,5301828,718730,9748761,0,1088627,14575673,13107141,14960413,30351200,25664433,3286634,1400133,1972659,6895,164742,105,25331,17639,587960,63.65,94.75,1284648,"77,105,564 ","22,549,293 ","11,190,291 ","19,315,963 ","11,755,471 ","12,294,546 ","33,478,136 ","21,093,163 ","25,275,325 ","14,794,630 ","9,429,575 ","4,386,398 ","24,884,798 ","28,274,034 ","40,825,382 ","4,964,976 ","13,598,818 ",638842,14759,892515
01/05/2011,470471,3483296,303,99.75,28.9,3578598,2999540,39,86,71,42,6450,4107,2672,424,28.591,28.725,100.9,87984,150479,55065,+0.6,115236.9,127817277,38864439,17083047,42774937,4013971,5098356,4996725,14525998,0,524690,17545784,14931248,14362629,33100362,28384319,3240043,1476000,1979432,6927,165125,106,25529,16699,538674,61.07,94.99,1253532,"77,542,917 ","20,501,592 ","11,434,402 ","20,544,362 ","13,020,887 ","12,041,674 ","33,725,398 ","21,716,621 ","25,608,408 ","14,580,449 ","9,212,935 ","4,419,012 ","25,842,834 ","28,364,873 ","37,109,532 ","5,365,098 ","13,514,247 ",613709,18737,967723
01/06/2011,462640,3483296,303,100.37,28.9,3578598,2999540,39,86,71,42,6071,4107,2672,442,28.639,28.773,96.26,91089,114435,74923,+0.6,115236.9,127817277,51795197,38135803,41376857,5699368,49228630,1170930,3444930,15758,847871,20787128,15884064,41347606,31875031,26937571,3414755,1522705,2178087,6955,164956,106,25529,16092,536414,61.89,94.33,1251675,"73,840,833 ","17,995,754 ","11,068,655 ","20,641,907 ","12,358,285 ","11,776,232 ","31,490,381 ","21,223,353 ","25,702,899 ","14,195,152 ","9,042,145 ","4,398,744 ","25,167,244 ","31,044,466 ","44,646,824 ","5,180,923 ","13,550,708 ",566511,17610,1048347
01/07/2011,465656,3652033,303,100.07,29.2,3716846,3045679,39,86,71,42,6591,4107,2672,454,28.754,28.886,97.3,94009,135968,73782,+0.3,116392.1,127817277,68879077,22550001,54883367,4396452,32232497,9850788,8328639,618994,1277375,14265459,13478815,20844128,33383288,28356217,3629880,1397191,2373443,6984,165044,106,25529,17663,569790,69.23,93.75,1427456,"80,062,693 ","20,049,825 ","12,376,228 ","21,689,071 ","13,977,393 ","11,970,176 ","33,914,316 ","22,023,112 ","25,866,438 ","14,411,034 ","9,427,775 ","4,322,035 ","26,787,699 ","32,129,922 ","48,224,314 ","5,056,473 ","13,873,924 ",643219,21919,1274589
01/08/2011,506898,3652033,303,100.1,29.2,3716846,3045679,39,86,71,42,6164,4107,2672,455,28.942,29.074,86.33,117750,138673,81056,-0.6,116392.1,127817277,53427885,25807675,38350584,4366587,6428025,12518287,15103258,2329085,1005875,11729721,15390269,19128189,32210709,27400183,3499952,1310574,2350804,7002,165780,106,25529,17912,577810,69.23,94.95,1408019,"82,632,048 ","18,939,902 ","13,822,337 ","21,560,672 ","16,148,469 ","12,160,668 ","34,908,448 ","20,330,294 ","25,535,140 ","14,836,605 ","9,630,099 ","4,155,886 ","26,607,683 ","30,771,946 ","34,665,476 ","4,923,338 ","14,683,754 ",626061,27573,996020
01/09/2011,460994,3652033,303,100.23,29.2,3716846,3045679,39,86,71,42,6471,4107,2672,454,30.399,30.534,85.52,122908,122574,55708,-0.6,116392.1,127817277,58628296,19293126,40731729,5009887,3545213,15349497,3996317,502736,993228,9600445,16183571,4298576,31093106,26302889,3392647,1397570,2023474,7012,166173,106,25448,17274,575789,65.19,94.69,1320683,"78,245,163 ","18,476,055 ","11,505,312 ","22,069,353 ","14,052,917 ","12,141,526 ","34,937,540 ","21,470,681 ","24,836,934 ","14,910,016 ","9,512,137 ","3,765,781 ","25,834,964 ","29,099,368 ","40,612,458 ","4,795,996 ","14,801,032 ",574116,22679,950156
01/10/2011,530430,3594585,303,100.77,30.26,3663447,3047872,39,86,71,42,6334,4107,2672,454,29.839,29.975,86.32,112450,163290,61633,+0.5,124024.8,127817277,45193717,19091280,31725101,5120587,3173435,4771527,4283177,329999,1934742,7284061,17398634,8531414,32519887,27672610,3466274,1381003,2093068,7026,165966,106,25313,18212,587478,62.18,95.23,1295226,"93,774,935 ","34,370,928 ","11,829,470 ","22,069,620 ","13,004,619 ","12,500,298 ","34,833,646 ","24,007,999 ","25,822,628 ","15,674,666 ","9,556,058 ","4,222,603 ","25,757,310 ","27,872,690 ","40,850,743 ","4,864,172 ","14,875,027 ",625119,20135,879929
01/11/2011,619343,3594585,303,100.74,30.26,3663447,3047872,39,86,71,42,5936,4107,2672,468,30.247,30.378,97.16,130538,213144,65389,+1.3,124024.8,127817277,46485574,22177979,30834400,5432910,1427156,10159180,6856208,496429,4625017,10131435,19080961,12008061,29973543,25211851,3398304,1363388,1990293,7040,166259,106,25313,17102,570067,62.27,95.04,1249603,"86,912,140 ","29,094,897 ","11,812,811 ","20,905,271 ","12,642,935 ","12,456,226 ","34,471,914 ","23,315,224 ","25,116,786 ","13,722,406 ","9,002,122 ","4,032,386 ","24,145,802 ","28,886,020 ","41,688,149 ","4,539,323 ","14,808,636 ",694383,18557,777295
01/12/2011,648594,3594585,303,100.97,30.26,3663447,3047872,39,86,71,42,6015,4107,2672,472,30.205,30.327,98.56,128772,181317,97199,+1.2,124024.8,127817277,42675512,49310411,44157743,9670181,4116066,6520325,4866031,67837,5299638,23476399,31196297,86859946,32001476,27080171,3495981,1425324,2110461,7047,166714,106,25333,17606,567946,60.76,94.04,1268140,"87,196,109 ","25,950,991 ","12,348,516 ","21,047,195 ","15,037,150 ","12,812,257 ","37,656,990 ","25,062,119 ","27,408,796 ","15,878,583 ","10,327,500 ","4,536,370 ","24,678,935 ","31,317,119 ","44,764,078 ","4,818,555 ","16,705,048 ",648782,21814,676789
01/01/2012,460064,3589361,307,101.28,29.72,3733045,3093541,40,89,73,42,5350,4394,2931,494,29.527,29.653,100.27,93578,140432,64357,+0.4,118516.7,127561489,108700265,30123874,66172596,6430011,88813471,17034178,13436654,0,1350611,8676309,90262448,29114924,35616038,30904690,3445622,1265726,2238790,7075,167256,106,25333,17883,576870,64.78,94.42,1422947,"97,354,095 ","27,668,713 ","13,788,822 ","22,516,551 ","20,663,486 ","12,716,523 ","36,132,186 ","24,593,964 ","24,588,841 ","13,876,682 ","10,057,466 ","5,023,612 ","23,116,460 ","33,838,577 ","47,682,330 ","4,334,511 ","14,772,755 ",674077,20676,842339
